pair_idx,gamma_n,gamma_n1,g,t0,far,S_on,h_thr,r,H,H_over_halfgap,n_sign_changes
502246,8436296143.477895736694,8436296143.507784843445,2.988910675049e-02,8436296143.492839813232,31.5461593720,8986.5157354523,1.4918299722e-02,0.9982432628,0.2517918979,16.8484056726,0
502344,8436296172.830108642578,8436296172.856450080872,2.634143829346e-02,8436296172.843278884888,26.8362711428,11556.3507173543,1.3155417672e-02,0.9988382202,0.2729945093,20.7273806597,0
502400,8436296189.702324867249,8436296189.742681503296,4.035663604736e-02,8436296189.722503662109,30.5020820797,4942.5214508674,2.0115957825e-02,0.9969095442,0.2560650199,12.6901072521,0
502887,8436296335.209051132202,8436296335.236234664917,2.718353271484e-02,8436296335.222642898560,20.3134966771,10846.5670678359,1.3579033034e-02,0.9990631590,0.3137781182,23.0858970027,0
502927,8436296346.980731964111,8436296347.009807586670,2.907562255859e-02,8436296346.995269775391,19.0374664732,9482.1050558327,1.4523209978e-02,0.9989956327,0.3241234270,22.2952011652,0
502959,8436296356.694270133972,8436296356.735491752625,4.122161865234e-02,8436296356.714880943298,21.6519213930,4729.6893249522,2.0563578367e-02,0.9977084374,0.3039252461,14.7459151771,0
503065,8436296388.298395156860,8436296388.319114685059,2.071952819824e-02,8436296388.308754920959,29.0593595852,18664.0965211087,1.0351696058e-02,0.9992212139,0.2623445088,25.3234056590,0
503144,8436296411.964880943298,8436296411.993727684021,2.884674072266e-02,8436296411.979304313660,19.3796722291,9633.2107026859,1.4408854904e-02,0.9989936154,0.3212489997,22.2728108398,0
504065,8436296687.497037887573,8436296687.527053833008,3.001594543457e-02,8436296687.512045860291,31.2087808622,8910.6560515410,1.4981667619e-02,0.9982472584,0.2531492214,16.8676493591,0
504204,8436296728.923091888428,8436296728.967541694641,4.444980621338e-02,8436296728.945316314697,31.6216811502,4080.6446755641,2.2138623160e-02,0.9961178707,0.2514910420,11.3157317602,0
504282,8436296752.202909469604,8436296752.243851661682,4.094219207764e-02,8436296752.223381042480,24.1068079697,4796.6273255409,2.0419589599e-02,0.9974839432,0.2880349206,14.0703223719,0
504343,8436296770.486493110657,8436296770.495937347412,9.444236755371e-03,8436296770.491214752197,20.5466548751,89713.0727127001,4.7215776020e-03,0.9998854803,0.3119927016,66.0704956280,0
504635,8436296857.785184860229,8436296857.817629814148,3.244495391846e-02,8436296857.801406860352,23.6106159720,7623.2968778789,1.6197335625e-02,0.9984502161,0.2910458018,17.9408978353,0
504840,8436296918.883355140686,8436296918.910523414612,2.716827392578e-02,8436296918.896939277649,18.9586352651,10857.3765353199,1.3572271794e-02,0.9991265423,0.3247965908,23.9099908744,0
504889,8436296933.691533088684,8436296933.721891403198,3.035831451416e-02,8436296933.706712722778,27.6778942489,8707.9766939817,1.5155014939e-02,0.9984095087,0.2688118904,17.7092763343,0
505713,8436297179.993642807007,8436297180.025305747986,3.166294097900e-02,8436297180.009473800659,26.2286510875,8005.9455557778,1.5805516106e-02,0.9983605829,0.2761385372,17.4423808186,0
505729,8436297184.813367843628,8436297184.852821350098,3.945350646973e-02,8436297184.833094596863,33.3910859430,5172.8662504679,1.9662981613e-02,0.9967672520,0.2447370530,12.4063524324,0
506431,8436297394.686526298523,8436297394.709952354431,2.342605590820e-02,8436297394.698239326477,24.1816925678,14601.9698937981,1.1703325215e-02,0.9991716285,0.2875885890,24.5528816430,0
506493,8436297413.189661979675,8436297413.226360321045,3.669834136963e-02,8436297413.208011627197,18.3727933317,5958.5187277675,1.8320859471e-02,0.9984570848,0.3299342512,17.9808808164,0
507100,8436297594.530227661133,8436297594.572082519531,4.185485839844e-02,8436297594.551155090332,87.2870487071,4653.9423652794,2.0730247992e-02,0.9905778581,0.1513700983,7.2330957078,0
507476,8436297706.999142646790,8436297707.037375450134,3.823280334473e-02,8436297707.018259048462,54.0914171192,5526.9937887586,1.9022627759e-02,0.9950945834,0.1922873960,10.0587652039,0
507672,8436297765.785352706909,8436297765.823448181152,3.809547424316e-02,8436297765.804400444031,26.9072556884,5539.3389136382,1.9001418757e-02,0.9975683009,0.2726341755,14.3132054874,0
507750,8436297788.833996772766,8436297788.862282752991,2.828598022461e-02,8436297788.848139762878,27.1151540014,10025.9068341853,1.4123852243e-02,0.9986468300,0.2715869889,19.2029398870,0
507924,8436297840.956368446350,8436297840.978802680969,2.243423461914e-02,8436297840.967585563660,36.6580736343,15931.9120709773,1.1204205026e-02,0.9988488769,0.2335770549,20.8232693330,0
507964,8436297852.788243293762,8436297852.820057868958,3.181457519531e-02,8436297852.804150581360,17.7663681625,7921.5988976497,1.5889439347e-02,0.9988779828,0.3355178801,21.0920861272,0
508038,8436297875.048233032227,8436297875.087080001831,3.884696960449e-02,8436297875.067656517029,18.4352792369,5319.6536638925,1.9389799514e-02,0.9982657443,0.3293746247,16.9575453670,0
508553,8436298028.910842895508,8436298028.944695472717,3.385257720947e-02,8436298028.927768707275,24.1954827158,7005.0166485868,1.6897031431e-02,0.9982714951,0.2875066222,16.9858040894,0
508636,8436298053.920974731445,8436298053.961039543152,4.006481170654e-02,8436298053.941007614136,16.5045344196,5000.3409031039,1.9999318229e-02,0.9983482950,0.3481074829,17.3772179668,0
509964,8436298450.639084815979,8436298450.666049957275,2.696514129639e-02,8436298450.652566909790,23.1742806597,11025.5022405747,1.3468393823e-02,0.9989485073,0.2937729921,21.7890934755,0
510019,8436298467.155741691589,8436298467.195961952209,4.022026062012e-02,8436298467.175851821899,22.1252087346,4967.5115628947,2.0065295248e-02,0.9977705236,0.3006569930,14.9505243536,0
510063,8436298480.502585411072,8436298480.521560668945,1.897525787354e-02,8436298480.512073516846,21.7671033501,22240.2608545065,9.4829849095e-03,0.9995105176,0.3031200600,31.9489792431,0
510395,8436298579.848218917847,8436298579.876296043396,2.807712554932e-02,8436298579.862257003784,19.8198281539,10167.9189141561,1.4024873758e-02,0.9990248990,0.3176618461,22.6278039437,0
510463,8436298599.984097480774,8436298600.024584770203,4.048728942871e-02,8436298600.004341125488,19.6994140188,4900.0675439771,2.0202911648e-02,0.9979878591,0.3186312329,15.7398155002,0
510978,8436298754.033082962036,8436298754.064332962036,3.125000000000e-02,8436298754.048707962036,24.0420111634,8216.0420111634,1.5602122096e-02,0.9985358141,0.2884228079,18.4590597077,0
511794,8436298998.017293930054,8436298998.056980133057,3.968620300293e-02,8436298998.037137031555,23.3709410007,5102.7530845429,1.9797608003e-02,0.9977073393,0.2925343696,14.7423712767,0
511999,8436299059.066510200500,8436299059.103950500488,3.744029998779e-02,8436299059.085229873657,15.6550126790,5722.7006743625,1.8694527049e-02,0.9986312639,0.3574277654,19.0932105527,0
512277,8436299142.267271995544,8436299142.283184051514,1.591205596924e-02,8436299142.275228500366,40.0943822618,31636.4789844604,7.9509848640e-03,0.9993661258,0.2233434572,28.0722312282,0
512377,8436299172.100061416626,8436299172.142551422119,4.249000549316e-02,8436299172.121306419373,25.1548059963,4456.3044062976,2.1184956330e-02,0.9971736216,0.2819710436,13.2723467718,0
512389,8436299175.676074028015,8436299175.698809623718,2.273559570312e-02,8436299175.687441825867,19.4051489365,15496.0676272033,1.1360677887e-02,0.9993736725,0.3210380492,28.2410061599,0
512418,8436299184.297199249268,8436299184.307186126709,9.986877441406e-03,8436299184.302192687988,32.1975788777,80242.5725243834,4.9924368039e-03,0.9997993533,0.2492317632,49.9118497574,0
512636,8436299249.731075286865,8436299249.766127586365,3.505229949951e-02,8436299249.748601913452,18.6922071236,6529.8310962070,1.7501046711e-02,0.9985676809,0.3271031343,18.6637190098,0
512694,8436299266.939433097839,8436299266.967611312866,2.817821502686e-02,8436299266.953521728516,15.3071944398,10090.7241830093,1.4078417173e-02,0.9992412336,0.3614657879,25.6556909358,0
512744,8436299281.703279495239,8436299281.747363090515,4.408359527588e-02,8436299281.725320816040,61.5094355026,4178.0838823724,2.1878947207e-02,0.9926117446,0.1803200949,8.1808252584,0
513084,8436299383.496614456177,8436299383.535814285278,3.919982910156e-02,8436299383.516214370728,23.8600188591,5230.0695115968,1.9555155211e-02,0.9977163502,0.2895206909,14.7715282218,0
513116,8436299393.057712554932,8436299393.088542938232,3.083038330078e-02,8436299393.073127746582,34.1476190456,8450.6594585605,1.5384015093e-02,0.9979775433,0.2420108204,15.6995012405,0
513223,8436299425.184763908386,8436299425.224645614624,3.988170623779e-02,8436299425.204704284668,26.6971694502,5056.4023174706,1.9888140848e-02,0.9973565689,0.2737047843,13.7258312195,0
513609,8436299540.602820396423,8436299540.636966705322,3.414630889893e-02,8436299540.619894027710,16.6322701178,6877.8698466796,1.7052498548e-02,0.9987901532,0.3467681752,20.3107267732,0
513618,8436299543.021779060364,8436299543.066236495972,4.445743560791e-02,8436299543.044008255005,48.3868005836,4096.0201987333,2.2097032428e-02,0.9940758897,0.2033066313,9.1461249873,0
513716,8436299572.351127624512,8436299572.386022567749,3.489494323730e-02,8436299572.368575096130,24.2951483107,6594.2894755944,1.7415301355e-02,0.9981561647,0.2869162993,16.4445775034,0
514105,8436299688.652564048767,8436299688.677321434021,2.475738525391e-02,8436299688.664942741394,19.0606949022,13071.1620405305,1.2369663875e-02,0.9992706215,0.3239258693,26.1680194395,0
514137,8436299698.321453094482,8436299698.366001129150,4.454803466797e-02,8436299698.343727111816,26.8128322241,4057.9993147645,2.2200308685e-02,0.9966908237,0.2731138048,12.2615422571,0
514145,8436299700.730185508728,8436299700.763338088989,3.315258026123e-02,8436299700.746761322021,21.3445147959,7300.0696027201,1.6552038864e-02,0.9985369907,0.3061060085,18.4664967922,0
514727,8436299874.645188331604,8436299874.685926437378,4.073810577393e-02,8436299874.665557861328,18.9456617638,4839.4038926739,2.0329142639e-02,0.9980406429,0.3249077780,15.9510498481,0
514827,8436299904.719289779663,8436299904.758047103882,3.875732421875e-02,8436299904.738668441772,27.0460875357,5352.8161861159,1.9329642986e-02,0.9974704588,0.2719335380,14.0326270460,0
514907,8436299928.479385375977,8436299928.515059471130,3.567409515381e-02,8436299928.497222900391,16.7176137759,6302.8576887307,1.7813376499e-02,0.9986729263,0.3458819144,19.3912088250,0
515554,8436300121.897787094116,8436300121.939182281494,4.139518737793e-02,8436300121.918484687805,23.0717902705,4691.7106586975,2.0646640093e-02,0.9975381874,0.2944247739,14.2250726504,0
516199,8436300314.758692741394,8436300314.796329498291,3.763675689697e-02,8436300314.777511596680,32.6390139767,5680.2607271048,1.8764234967e-02,0.9971228402,0.2475406248,13.1541952689,0
516260,8436300332.895960807800,8436300332.931459426880,3.549861907959e-02,8436300332.913709640503,24.5109131288,6372.9516375732,1.7715143981e-02,0.9980751049,0.2856506736,16.0936217220,0
516373,8436300366.695611953735,8436300366.726368904114,3.075695037842e-02,8436300366.710990905762,20.9223947550,8477.6714395844,1.5359486880e-02,0.9987652671,0.3091785114,20.1046272538,0
516446,8436300388.556145668030,8436300388.581250190735,2.510452270508e-02,8436300388.568697929382,20.7802967137,12714.4165561068,1.2541999522e-02,0.9991824716,0.3102338094,24.7153720504,0
516680,8436300458.557452201843,8436300458.600485801697,4.303359985352e-02,8436300458.578969001770,20.2967536407,4340.2060924363,2.1466429858e-02,0.9976590353,0.3139075112,14.5889496707,0
516907,8436300526.271435737610,8436300526.284578323364,1.314258575439e-02,8436300526.278007507324,29.1729991781,46344.8853589624,6.5692243156e-03,0.9996852124,0.2618330459,39.8449819267,0
517296,8436300642.666156768799,8436300642.698992729187,3.283596038818e-02,8436300642.682575225830,21.3068064562,7441.0784759319,1.6394457697e-02,0.9985672721,0.3063767588,18.6610505776,0
517636,8436300744.244470596313,8436300744.288222312927,4.375171661377e-02,8436300744.266345977783,21.8108048763,4201.0746725756,2.1818997740e-02,0.9974007618,0.3028162323,13.8424846268,0
517784,8436300788.575746536255,8436300788.616447448730,4.070091247559e-02,8436300788.596096992493,32.5967345238,4861.8690508685,2.0282120991e-02,0.9966420779,0.2477011085,12.1717717571,0
517809,8436300795.981774330139,8436300796.015637397766,3.386306762695e-02,8436300795.998705863953,23.2306546442,6999.7273224521,1.6903414325e-02,0.9983392238,0.2934163252,17.3295773687,0
518150,8436300897.922063827515,8436300897.947295188904,2.523136138916e-02,8436300897.934679031372,21.9380637654,12588.2726505631,1.2604682987e-02,0.9991282509,0.3019366628,23.9334420458,0
518271,8436300934.035856246948,8436300934.059898376465,2.404212951660e-02,8436300934.047877311707,59.3330971512,13899.5890639803,1.1995380194e-02,0.9978633702,0.1835973838,15.2729718635,0
518343,8436300955.704991340637,8436300955.745730400085,4.073905944824e-02,8436300955.725360870361,38.4169190052,4858.6494651075,2.0288839855e-02,0.9960386975,0.2281674726,11.2014109176,0
519182,8436301206.291097640991,8436301206.334906578064,4.380893707275e-02,8436301206.313001632690,32.1489516043,4200.5025695542,2.1820483549e-02,0.9961658514,0.2494201812,11.3867259905,0
519275,8436301234.203757286072,8436301234.243563652039,3.980636596680e-02,8436301234.223660469055,20.2131007795,5068.9753992346,1.9863460271e-02,0.9980042030,0.3145564010,15.8043264357,0
519419,8436301277.213827133179,8436301277.246767044067,3.293991088867e-02,8436301277.230297088623,21.1089954114,7394.1244985364,1.6446429150e-02,0.9985715630,0.3078089299,18.6891173416,0
519795,8436301389.871267318726,8436301389.892419815063,2.115249633789e-02,8436301389.881843566895,23.8637909649,17903.8314915148,1.0569197345e-02,0.9993333341,0.2894978080,27.3724484713,0
520187,8436301506.782933235168,8436301506.812485694885,2.955245971680e-02,8436301506.797709465027,17.1816736169,9177.3344903096,1.4762391456e-02,0.9990634686,0.3411789791,23.0897179048,0
520229,8436301519.351109504700,8436301519.370755195618,1.964569091797e-02,8436301519.360932350159,41.6715582114,20769.5748059444,9.8129863549e-03,0.9989963087,0.2190761639,22.3027191911,0
521158,8436301797.069130897522,8436301797.109223365784,4.009246826172e-02,8436301797.089177131653,23.6042458252,5000.5670938400,1.9998865909e-02,0.9976370513,0.2910850718,14.5206860253,0
521229,8436301818.547999382019,8436301818.565455436707,1.745605468750e-02,8436301818.556727409363,36.1112522307,26290.2514057834,8.7220310469e-03,0.9993129837,0.2353389023,26.9635844451,0
521276,8436301832.290242195129,8436301832.329044342041,3.880214691162e-02,8436301832.309642791748,29.8053028477,5343.2782736043,1.9346887291e-02,0.9972070533,0.2590408332,13.3518814721,0
521333,8436301849.378851890564,8436301849.395184516907,1.633262634277e-02,8436301849.387018203735,27.4629024279,30017.5643036573,8.1625766593e-03,0.9995424481,0.2698620287,33.0457604359,0
521958,8436302036.362081527710,8436302036.406096458435,4.401493072510e-02,8436302036.384088516235,21.7337063304,4151.1621194097,2.1949778928e-02,0.9973787788,0.3033528647,13.7840891593,0
522466,8436302188.318152427673,8436302188.348151206970,2.999877929688e-02,8436302188.333151817322,16.2991502702,8905.9114629427,1.4985657799e-02,0.9990845061,0.3502938527,23.3538737847,0
523279,8436302431.247770309448,8436302431.272244453430,2.447414398193e-02,8436302431.260007858276,18.7272408582,13374.6828105219,1.2228501811e-02,0.9992996544,0.3267970291,26.7054920791,0
523496,8436302496.204216003418,8436302496.241899490356,3.768348693848e-02,8436302496.223057746887,18.9676065961,5652.5911479395,1.8810104609e-02,0.9983208104,0.3247197703,17.2340617439,0
523654,8436302543.424547195435,8436302543.455066680908,3.051948547363e-02,8436302543.439806938171,20.3373294733,8609.1982803042,1.5241708194e-02,0.9988181621,0.3135942100,20.5504257477,0
524090,8436302673.555985450745,8436302673.585946083069,2.996063232422e-02,8436302673.570965766907,16.6391619958,8928.9030448298,1.4966351617e-02,0.9990678070,0.3466963527,23.1434603220,0
524173,8436302698.424067497253,8436302698.461148262024,3.708076477051e-02,8436302698.442607879639,33.5071425081,5851.7604047535,1.8487225126e-02,0.9971328931,0.2443128452,13.1773358365,0
524211,8436302709.819166183472,8436302709.842467308044,2.330112457275e-02,8436302709.830816268921,22.7698972794,14757.2977336800,1.1641570650e-02,0.9992282230,0.2963701515,25.4382702049,0
524996,8436302944.577867507935,8436302944.620081901550,4.221439361572e-02,8436302944.598974227905,25.8701856961,4515.0693814347,2.1046640537e-02,0.9971310131,0.2780450865,13.1729991916,0
