pair_idx,gamma_n,gamma_n1,g,t0,far,S_on,h_thr,r,H,H_over_halfgap,n_sign_changes
459645,8436283408.230914115906,8436283408.269362449646,3.844833374023e-02,8436283408.250138282776,24.3162452118,5436.0315373251,1.9181122281e-02,0.9977609127,0.2867918072,14.9182957660,0
459932,8436283493.979463577271,8436283494.015372276306,3.590869903564e-02,8436283493.997417449951,25.1698031828,6229.4391688683,1.7918040884e-02,0.9979777249,0.2818870262,15.7002082392,0
459934,8436283494.549872398376,8436283494.594561576843,4.468917846680e-02,8436283494.572216987610,18.5042184855,4024.2671653551,2.2293158061e-02,0.9976982717,0.3287604937,14.7132037337,0
459996,8436283513.125096321106,8436283513.166439056396,4.134273529053e-02,8436283513.145767211914,18.0300818545,4698.5227956280,2.0631667434e-02,0.9980794589,0.3330551463,16.1119066717,0
461763,8436284041.494267463684,8436284041.537775993347,4.350852966309e-02,8436284041.516021728516,20.1542877661,4246.2679488538,2.1702576713e-02,0.9976240007,0.3150150263,14.4806100657,0
462096,8436284141.015841484070,8436284141.045470237732,2.962875366211e-02,8436284141.030655860901,36.2208947921,9149.2597208336,1.4785023521e-02,0.9980185930,0.2349824407,15.8617836847,0
462177,8436284165.173048973083,8436284165.214144706726,4.109573364258e-02,8436284165.193596839905,26.4117238643,4763.3367525542,2.0490820784e-02,0.9972237489,0.2751798463,13.3921369420,0
462423,8436284238.811142921448,8436284238.848967552185,3.782463073730e-02,8436284238.830055236816,36.1786046165,5627.8365036368,1.8851428351e-02,0.9967805625,0.2351197394,12.4320970106,0
462674,8436284313.708900451660,8436284313.745507240295,3.660678863525e-02,8436284313.727203369141,20.8206136663,5990.7160390892,1.8271560093e-02,0.9982607475,0.3099332961,16.9331049052,0
462819,8436284357.099285125732,8436284357.135020256042,3.573513031006e-02,8436284357.117153167725,33.8966769368,6298.5817924811,1.7819421926e-02,0.9973055518,0.2429049895,13.5947448575,0
462841,8436284363.682514190674,8436284363.698053359985,1.553916931152e-02,8436284363.690283775330,23.0830835914,33154.0712682477,7.7668794495e-03,0.9996518210,0.2943527419,37.8852609220,0
463239,8436284482.584647178650,8436284482.601366996765,1.671981811523e-02,8436284482.593007087708,23.1843969567,28640.3679809500,8.3565246966e-03,0.9995951677,0.2937088926,35.1330248408,0
463770,8436284641.421187400818,8436284641.463953018188,4.276561737061e-02,8436284641.442569732666,28.7493527812,4402.9680750709,2.1312884411e-02,0.9967298836,0.2637551582,12.3349164312,0
463976,8436284702.944409370422,8436284702.964401245117,1.999187469482e-02,8436284702.954404830933,28.3486314315,20044.6091502378,9.9888663339e-03,0.9992926113,0.2656127688,26.5720721903,0
464092,8436284737.804189682007,8436284737.833038330078,2.884864807129e-02,8436284737.818614006042,19.7967674704,9632.3565895678,1.4409493716e-02,0.9989718534,0.3178468098,22.0354734851,0
464430,8436284838.797168731689,8436284838.829828262329,3.265953063965e-02,8436284838.813498497009,17.7454617629,7517.8982192341,1.6310481311e-02,0.9988190884,0.3357154631,20.5584989477,0
464462,8436284848.425164222717,8436284848.448826789856,2.366256713867e-02,8436284848.436995506287,34.0238697164,14321.8536831522,1.1817221653e-02,0.9988114632,0.2424505337,20.4923271673,0
464484,8436284854.819805145264,8436284854.849662780762,2.985763549805e-02,8436284854.834733963013,20.9700617160,8994.8274452796,1.4911405469e-02,0.9988336464,0.3088269153,20.6866290744,0
464616,8436284894.386348724365,8436284894.426630973816,4.028224945068e-02,8436284894.406490325928,16.6332485534,4946.8107777267,2.0107234767e-02,0.9983173751,0.3467579759,17.2164156967,0
465088,8436285035.322466850281,8436285035.364279747009,4.181289672852e-02,8436285035.343373298645,49.5790169258,4625.4047402955,2.0794099956e-02,0.9946261361,0.2008473205,9.6069555686,0
465963,8436285296.836935043335,8436285296.871939659119,3.500461578369e-02,8436285296.854436874390,34.5838446857,6563.4739220694,1.7456135959e-02,0.9973619517,0.2404796669,13.7398832447,0
466185,8436285363.341402053833,8436285363.384164810181,4.276275634766e-02,8436285363.362783432007,27.4895050387,4402.2935571745,2.1314517125e-02,0.9968729308,0.2697314194,12.6152494555,0
466188,8436285364.392705917358,8436285364.418783187866,2.607727050781e-02,8436285364.405744552612,32.7908600267,11797.0808896465,1.3020501718e-02,0.9986092459,0.2469668112,18.9411549871,0
466225,8436285375.400020599365,8436285375.435443878174,3.542327880859e-02,8436285375.417732238770,37.0382091334,6412.5121101502,1.7660414751e-02,0.9971078537,0.2323753239,13.1199217956,0
466721,8436285523.482084274292,8436285523.515536308289,3.345203399658e-02,8436285523.498809814453,22.2093310013,7171.2032563608,1.6700096543e-02,0.9984502912,0.3000870536,17.9413337705,0
467233,8436285676.659380912781,8436285676.695788383484,3.640747070312e-02,8436285676.677584648132,23.2823392129,6058.7227941157,1.8168725209e-02,0.9980767605,0.2930904661,16.1005673002,0
467249,8436285681.350742340088,8436285681.389822006226,3.907966613770e-02,8436285681.370282173157,19.6837968815,5257.9588326027,1.9503223925e-02,0.9981264352,0.3187576089,16.3132206802,0
467395,8436285725.236771583557,8436285725.267215728760,3.044414520264e-02,8436285725.251993179321,25.8573658265,8657.2807063746,1.5199323134e-02,0.9985054948,0.2781140042,18.2704426306,0
467834,8436285856.207401275635,8436285856.251373291016,4.397201538086e-02,8436285856.229387283325,23.2984163115,4160.7911548007,2.1924365778e-02,0.9971963117,0.2929893250,13.3261722234,0
467930,8436285885.007324218750,8436285885.047493934631,4.016971588135e-02,8436285885.027408599854,18.8028794034,4976.6424221285,2.0046879468e-02,0.9981090993,0.3261390618,16.2380566871,0
467999,8436285905.584659576416,8436285905.627865791321,4.320621490479e-02,8436285905.606262207031,14.7815502030,4300.2425198740,2.1565946490e-02,0.9982798325,0.3678366566,17.0270252739,0
468558,8436286072.913537025452,8436286072.948492050171,3.495502471924e-02,8436286072.931015014648,58.7151046787,6606.1435342721,1.7399669338e-02,0.9955461040,0.1845610610,10.5599159172,0
470866,8436286762.591644287109,8436286762.621398925781,2.975463867188e-02,8436286762.606521606445,22.8831031225,9058.9747186386,1.4858517291e-02,0.9987361941,0.2956361507,19.8716007923,0
471412,8436286925.984771728516,8436286926.006435394287,2.166366577148e-02,8436286925.995603561401,17.4031271074,17063.5447970150,1.0826307778e-02,0.9994899194,0.3390012907,31.2967615269,0
471677,8436287005.216406822205,8436287005.249114990234,3.270816802979e-02,8436287005.232761383057,21.6049751539,7499.4687047757,1.6330510050e-02,0.9985585274,0.3042552720,18.6042380438,0
472060,8436287119.671608924866,8436287119.691410064697,1.980113983154e-02,8436287119.681509017944,21.3731157556,20425.1048868384,9.8953885124e-03,0.9994766561,0.3059011283,30.8973251970,0
472080,8436287125.605559349060,8436287125.629835128784,2.427577972412e-02,8436287125.617696762085,20.5165154176,13595.6344365606,1.2128728053e-02,0.9992451893,0.3122217815,25.7229044759,0
472194,8436287159.730057716370,8436287159.771012306213,4.095458984375e-02,8436287159.750535011292,30.3105318285,4799.9420136349,2.0412537820e-02,0.9968376145,0.2568728591,12.5442769682,0
472834,8436287350.948389053345,8436287350.977513313293,2.912425994873e-02,8436287350.962951660156,28.1800352576,9459.6674508491,1.4540423746e-02,0.9985094057,0.2664061411,18.2944487884,0
472853,8436287356.743300437927,8436287356.781579017639,3.827857971191e-02,8436287356.762439727783,22.3481194031,5482.1685120615,1.9100239256e-02,0.9979596631,0.2991537879,15.6303494105,0
472874,8436287362.809745788574,8436287362.853994369507,4.424858093262e-02,8436287362.831870079041,24.1382276164,4110.0717122696,2.2059227420e-02,0.9970592031,0.2878473985,13.0104691452,0
473331,8436287499.473496437073,8436287499.518334388733,4.483795166016e-02,8436287499.495915412903,40.8484609323,4020.0731099383,2.2304784015e-02,0.9949064660,0.2212723503,9.8698688092,0
473612,8436287583.670544624329,8436287583.685627937317,1.508331298828e-02,8436287583.678086280823,18.7013509666,35182.5580018959,7.5396518373e-03,0.9997341888,0.3270231575,43.3622451232,0
474407,8436287821.180381774902,8436287821.215439796448,3.505802154541e-02,8436287821.197910308838,32.9077779314,6541.9213904903,1.7484867163e-02,0.9974816828,0.2465276971,14.0639822928,0
474617,8436287884.057150840759,8436287884.091436386108,3.428554534912e-02,8436287884.074293136597,17.8742086814,6823.4968309959,1.7120305131e-02,0.9986893868,0.3345042083,19.5128416280,0
474659,8436287896.557868957520,8436287896.602361679077,4.449272155762e-02,8436287896.580115318298,26.5902858434,4067.8060970979,2.2173531970e-02,0.9967262596,0.2742543311,12.3280537366,0
474740,8436287920.849066734314,8436287920.877368927002,2.830219268799e-02,8436287920.863218307495,30.3442947131,10017.6839565973,1.4129647738e-02,0.9984843149,0.2567299132,18.1420511146,0
474833,8436287948.601005554199,8436287948.629865646362,2.886009216309e-02,8436287948.615435600281,23.5904693000,9628.5283333341,1.4412358003e-02,0.9987742189,0.2911700543,20.1780405057,0
475322,8436288094.873558998108,8436288094.893052101135,1.949310302734e-02,8436288094.883305549622,22.1276162314,21075.8082427609,9.7414336889e-03,0.9994749092,0.3006406367,30.8458469917,0
475542,8436288160.627056121826,8436288160.664641380310,3.758525848389e-02,8436288160.645849227905,29.1719230849,5692.2807085964,1.8744412952e-02,0.9974342978,0.2618378751,13.9330091472,0
475627,8436288185.956645965576,8436288185.998796463013,4.215049743652e-02,8436288185.977721214294,20.5317205444,4523.3516376008,2.1027363511e-02,0.9977278936,0.3121061494,14.8091324356,0
475971,8436288288.615439414978,8436288288.656508445740,4.106903076172e-02,8436288288.635973930359,47.4635433067,4790.5504250412,2.0432536805e-02,0.9950337968,0.2052744606,9.9965573457,0
476119,8436288333.060142517090,8436288333.097948074341,3.780555725098e-02,8436288333.079045295715,20.8611321550,5618.1626096404,1.8867651474e-02,0.9981416938,0.3096321587,16.3802457235,0
476292,8436288384.706526756287,8436288384.729737281799,2.321052551270e-02,8436288384.718132019043,21.2952701481,14871.0759677591,1.1596950455e-02,0.9992837472,0.3064597344,26.4069621583,0
476348,8436288401.556571960449,8436288401.581402778625,2.483081817627e-02,8436288401.568986892700,26.7510114275,13001.7677675979,1.2402630220e-02,0.9989707251,0.2734292016,22.0233743155,0
476892,8436288564.102895736694,8436288564.141398429871,3.850269317627e-02,8436288564.122146606445,21.1272810332,5417.5724659507,1.9213772017e-02,0.9980482108,0.3076756971,15.9820351082,0
477047,8436288610.389626502991,8436288610.425683021545,3.605651855469e-02,8436288610.407654762268,21.3884447330,6174.8912791088,1.7997009261e-02,0.9982666093,0.3057914899,16.9617867797,0
477205,8436288657.803863525391,8436288657.844337463379,4.047393798828e-02,8436288657.824100494385,22.1967706922,4905.7852787506,2.0191134882e-02,0.9977351296,0.3001719455,14.8328509881,0
477544,8436288758.934060096741,8436288758.962768554688,2.870845794678e-02,8436288758.948413848877,21.8355043715,9728.5053096509,1.4338110983e-02,0.9988771260,0.3026449167,21.0840245956,0
477688,8436288802.279983520508,8436288802.310127258301,3.014373779297e-02,8436288802.295055389404,27.2380350948,8831.5572497005,1.5048608836e-02,0.9984567235,0.2709736806,17.9787710749,0
477771,8436288826.853611946106,8436288826.881292343140,2.768039703369e-02,8436288826.867452621460,22.7721902944,10463.8505884593,1.3825130293e-02,0.9989112711,0.2963552298,21.4126429940,0
478060,8436288913.160600662231,8436288913.201155662537,4.055500030518e-02,8436288913.180877685547,26.7456570272,4890.8308064873,2.0221980082e-02,0.9972619864,0.2734565701,13.4857141193,0
478135,8436288935.665170669556,8436288935.689158439636,2.398777008057e-02,8436288935.677164077759,49.8107987147,13952.8655139603,1.1972457215e-02,0.9982134375,0.2003794799,16.7068034427,0
478288,8436288981.495666503906,8436288981.516853332520,2.118682861328e-02,8436288981.506259918213,23.4848888481,17845.5522192742,1.0586441503e-02,0.9993417794,0.2918238235,27.5476645247,0
478446,8436289028.770561218262,8436289028.812973976135,4.241275787354e-02,8436289028.791767120361,23.1151040699,4470.4205731595,2.1151482206e-02,0.9974113105,0.2941487934,13.8707694655,0
478658,8436289092.071687698364,8436289092.110127449036,3.843975067139e-02,8436289092.090908050537,25.8902717114,5440.0225571636,1.9174084968e-02,0.9976175513,0.2779372100,14.4609267843,0
478685,8436289100.140051841736,8436289100.172781944275,3.273010253906e-02,8436289100.156416893005,21.7454350010,7489.5897453449,1.6341276680e-02,0.9985472340,0.3032710451,18.5316281709,0
478717,8436289109.817054748535,8436289109.847829818726,3.077507019043e-02,8436289109.832442283630,26.1351595048,8472.9287702087,1.5363784968e-02,0.9984565346,0.2766320024,17.9776683308,0
478960,8436289182.259340286255,8436289182.302846908569,4.350662231445e-02,8436289182.281093597412,22.3569190679,4248.8411374812,2.1696003947e-02,0.9973655868,0.2990949088,13.7493968904,0
479558,8436289361.346369743347,8436289361.388029098511,4.165935516357e-02,8436289361.367198944092,34.4507397002,4644.0683529664,2.0752274158e-02,0.9962839836,0.2409437816,11.5673313054,0
479568,8436289364.152733802795,8436289364.196309089661,4.357528686523e-02,8436289364.174521446228,31.7238088858,4244.8986031029,2.1706076907e-02,0.9962562943,0.2510859059,11.5242342162,0
479639,8436289385.165707588196,8436289385.185585975647,1.987838745117e-02,8436289385.175646781921,23.1277008898,20268.5893640876,9.9335214929e-03,0.9994293066,0.2940686764,29.5867737915,0
479647,8436289387.717547416687,8436289387.755791664124,3.824424743652e-02,8436289387.736669540405,28.6537581564,5498.2812306739,1.9072232088e-02,0.9973908949,0.2641947616,13.8161830519,0
479700,8436289403.478262901306,8436289403.510978698730,3.271579742432e-02,8436289403.494621276855,28.2003497945,7502.5767781820,1.6327127100e-02,0.9981188530,0.2663101690,16.2802187294,0
480033,8436289503.114662170410,8436289503.136824607849,2.216243743896e-02,8436289503.125743865967,20.9629641552,16308.4822010757,1.1074094516e-02,0.9993570921,0.3088791916,27.8741174062,0
480103,8436289523.962841987610,8436289523.992801666260,2.995967864990e-02,8436289523.977821350098,22.5308039639,8935.3620849026,1.4960941330e-02,0.9987384381,0.2979385181,19.8892999909,0
480124,8436289530.137598037720,8436289530.180265426636,4.266738891602e-02,8436289530.158931732178,35.8110400078,4430.1935150042,2.1247295077e-02,0.9959500976,0.2363232937,11.0774668774,0
480152,8436289538.646957397461,8436289538.668432235718,2.147483825684e-02,8436289538.657694816589,57.7944364086,17405.0263255437,1.0719577182e-02,0.9983383394,0.1860252862,17.3249534137,0
480690,8436289699.497615814209,8436289699.540591239929,4.297542572021e-02,8436289699.519104003906,29.1805587582,4360.7931940153,2.1415698904e-02,0.9966485984,0.2617991282,12.1836665405,0
480771,8436289723.747488021851,8436289723.787293434143,3.980541229248e-02,8436289723.767391204834,30.1091938042,5079.1134157735,1.9843626428e-02,0.9970315736,0.2577302733,12.9495090466,0
480987,8436289788.186496734619,8436289788.216752052307,3.025531768799e-02,8436289788.201623916626,20.6709814959,8760.1702835361,1.5109800273e-02,0.9988194756,0.3110530390,20.5618755800,0
481017,8436289797.410970687866,8436289797.446228027344,3.525733947754e-02,8436289797.428599357605,25.9380059451,6461.5657076550,1.7593251671e-02,0.9979908826,0.2776813455,15.7516902669,0
481398,8436289911.139983177185,8436289911.157107353210,1.712417602539e-02,8436289911.148545265198,25.4526550926,27307.1018441377,8.5580967675e-03,0.9995338467,0.2803163642,32.7392528325,0
482110,8436290123.951087951660,8436290123.984494209290,3.340625762939e-02,8436290123.967790603638,27.0722853599,7195.6720697299,1.6671678105e-02,0.9981170767,0.2718019313,16.2725160232,0
482415,8436290215.138565063477,8436290215.170770645142,3.220558166504e-02,8436290215.154667854309,130.3451411745,7843.4225907614,1.5968428957e-02,0.9916559883,0.1238704098,7.6924808320,0
482512,8436290244.203080177307,8436290244.239476203918,3.639602661133e-02,8436290244.221278190613,40.4662651354,6079.7027933999,1.8137349559e-02,0.9966664632,0.2223148311,12.2164341467,0
482796,8436290329.033560752869,8436290329.074313163757,4.075241088867e-02,8436290329.053936958313,23.5147786010,4840.5894008475,2.0326653082e-02,0.9975681261,0.2916382952,14.3126891781,0
482858,8436290347.524318695068,8436290347.551605224609,2.728652954102e-02,8436290347.537961959839,19.7266901199,10764.4040929332,1.3630757814e-02,0.9990832871,0.3184108709,23.3383194019,0
484141,8436290731.297909736633,8436290731.320695877075,2.278614044189e-02,8436290731.309303283691,37.9256179036,15446.0028747134,1.1379074536e-02,0.9987715616,0.2296405959,20.1561643586,0
484441,8436290820.990942955017,8436290821.031363487244,4.042053222656e-02,8436290821.011153221130,35.5415634305,4932.0435117145,2.0137314282e-02,0.9963903577,0.2372175050,11.7374755831,0
484586,8436290864.169365882874,8436290864.200643539429,3.127765655518e-02,8436290864.185005187988,17.9586108989,8195.4778371724,1.5621684332e-02,0.9989037576,0.3337172279,21.3390173482,0
485022,8436290994.534500122070,8436290994.547079086304,1.257896423340e-02,8436290994.540789604187,19.3400584886,50578.5434330211,6.2882795259e-03,0.9998087934,0.3215778344,51.1294616095,0
485450,8436291122.440465927124,8436291122.483554840088,4.308891296387e-02,8436291122.462010383606,37.1819872013,4346.0075349536,2.1452097411e-02,0.9957130935,0.2319256056,10.7649782581,0
486902,8436291556.731691360474,8436291556.752591133118,2.089977264404e-02,8436291556.742141723633,24.3125963269,18339.3100900825,1.0442957268e-02,0.9993369255,0.2868133276,27.4465500134,0
487134,8436291625.757581710815,8436291625.796398162842,3.881645202637e-02,8436291625.776989936829,31.2990516182,5340.8563716371,1.9351273381e-02,0.9970655416,0.2527838993,13.0245752024,0
487143,8436291628.585939407349,8436291628.596837997437,1.089859008789e-02,8436291628.591388702393,29.7023558835,67381.5245710055,5.4480938635e-03,0.9997795714,0.2594893566,47.6188854650,0
487185,8436291641.058252334595,8436291641.087944030762,2.969169616699e-02,8436291641.073098182678,23.9398036488,9098.3826861089,1.4826303908e-02,0.9986835258,0.2890378418,19.4692711525,0
487427,8436291713.510843276978,8436291713.547897338867,3.705406188965e-02,8436291713.529370307922,24.9649346779,5851.6070264903,1.8487467412e-02,0.9978645508,0.2830412808,15.2772066741,0
487677,8436291788.142088890076,8436291788.183910369873,4.182147979736e-02,8436291788.163000106812,18.7961032626,4592.7438157526,2.0867906747e-02,0.9979516195,0.3261978443,15.5995362147,0
487888,8436291851.281089782715,8436291851.318031311035,3.694152832031e-02,8436291851.299560546875,27.2432790318,5889.4383957315,1.8427993744e-02,0.9976844263,0.2709476001,14.6689978661,0
487929,8436291863.581905364990,8436291863.612450599670,3.054523468018e-02,8436291863.597177505493,30.9246463883,8605.3111208535,1.5245150269e-02,0.9982015479,0.2543095250,16.6513387532,0
488344,8436291987.524984359741,8436291987.556146621704,3.116226196289e-02,8436291987.540565490723,29.5747207482,8267.7691740976,1.5553238305e-02,0.9982098426,0.2600486907,16.6899752666,0
488907,8436292155.893363952637,8436292155.929057121277,3.569316864014e-02,8436292155.911211013794,23.7607455292,6303.1843211639,1.7812914947e-02,0.9981133996,0.2901248749,16.2566051705,0
489649,8436292377.599704742432,8436292377.624315261841,2.461051940918e-02,8436292377.612010002136,23.2717835501,13231.6175002643,1.2294433690e-02,0.9991202124,0.2931569289,23.8237092048,0
489696,8436292391.855769157410,8436292391.900450706482,4.468154907227e-02,8436292391.878109931946,16.8267191203,4023.9577544181,2.2294015129e-02,0.9979069926,0.3447587323,15.4318164655,0
489779,8436292416.706836700439,8436292416.734544754028,2.770805358887e-02,8436292416.720690727234,36.3598632424,10456.6053186597,1.3829919105e-02,0.9982598786,0.2345329560,16.9288654811,0
489794,8436292421.175423622131,8436292421.192617416382,1.719379425049e-02,8436292421.184020996094,21.1046791998,27082.2725942076,8.5935467765e-03,0.9996102840,0.3078404040,35.8083154307,0
489857,8436292439.867656707764,8436292439.895190238953,2.753353118896e-02,8436292439.881423950195,21.2982721847,10574.0606764626,1.3752894097e-02,0.9989923924,0.3064381356,22.2592687806,0
490109,8436292515.355034828186,8436292515.379942893982,2.490806579590e-02,8436292515.367488861084,17.3309933426,12911.9934608385,1.2445671941e-02,0.9993286547,0.3397060411,27.2767900862,0
490357,8436292589.393507003784,8436292589.404500007629,1.099300384521e-02,8436292589.399003982544,42.1878530953,66242.0716689220,5.4947513543e-03,0.9996815123,0.2177315104,39.6127416088,0
490526,8436292639.862411499023,8436292639.906402587891,4.399108886719e-02,8436292639.884407043457,45.5245342562,4179.4302143171,2.1875422959e-02,0.9945388270,0.2096004652,9.5292237842,0
490639,8436292673.752028465271,8436292673.779242515564,2.721405029297e-02,8436292673.765635490417,20.4992184218,10822.4854874397,1.3594132286e-02,0.9990524850,0.3123534782,22.9553098366,0
490653,8436292677.995688438416,8436292678.039885520935,4.419708251953e-02,8436292678.017786979675,21.7574758750,4117.2183622719,2.2040073949e-02,0.9973542457,0.3031871164,13.7197796384,0
490860,8436292739.637980461121,8436292739.666922569275,2.894210815430e-02,8436292739.652451515198,33.5481429428,9584.1262953530,1.4445704736e-02,0.9982482727,0.2441635077,16.8725447622,0
490866,8436292741.727931022644,8436292741.756922721863,2.899169921875e-02,8436292741.742426872253,27.3503839142,9545.2834498422,1.4475067017e-02,0.9985663074,0.2704165604,18.6547575807,0
490960,8436292769.737322807312,8436292769.766812324524,2.948951721191e-02,8436292769.752067565918,18.5538128316,9217.8512698393,1.4729911909e-02,0.9989930865,0.3283208113,22.2669505861,0
491482,8436292925.794374465942,8436292925.837781906128,4.340744018555e-02,8436292925.816078186035,34.2565577880,4280.0771207819,2.1616690305e-02,0.9959900981,0.2416257066,11.1329166419,0
491494,8436292929.378547668457,8436292929.420684814453,4.213714599609e-02,8436292929.399616241455,20.3975781491,4526.0714453269,2.1021044678e-02,0.9977441130,0.3131307332,14.8624557192,0
491507,8436292933.246147155762,8436292933.288328170776,4.218101501465e-02,8436292933.267237663269,22.9678615957,4519.2746376455,2.1036846143e-02,0.9974556627,0.2950901524,13.9916098391,0
491615,8436292965.371549606323,8436292965.413577079773,4.202747344971e-02,8436292965.392562866211,36.2904363210,4565.5104954081,2.0930052856e-02,0.9960176588,0.2347571903,11.1716061424,0
491816,8436293025.639232635498,8436293025.667389869690,2.815723419189e-02,8436293025.653310775757,24.2138328271,10114.6514314787,1.4061755341e-02,0.9988023145,0.2873976601,20.4137706265,0
492557,8436293246.904561996460,8436293246.941983222961,3.742122650146e-02,8436293246.923273086548,35.3146265885,5748.1794988469,1.8653049259e-02,0.9969234578,0.2379784813,12.7189033344,0
492863,8436293338.575136184692,8436293338.618161201477,4.302501678467e-02,8436293338.596649169922,27.1491317245,4348.7822015212,2.1445252746e-02,0.9968736492,0.2714169873,12.6167057002,0
493756,8436293605.471722602844,8436293605.512992858887,4.127025604248e-02,8436293605.492357254028,43.5266851989,4740.4736937646,2.0540174431e-02,0.9953984492,0.2143567682,10.3879543632,0
494302,8436293768.654390335083,8436293768.696863174438,4.247283935547e-02,8436293768.675626754761,26.8767896988,4461.6089663942,2.1172358824e-02,0.9969834438,0.2727886530,12.8453221923,0
494673,8436293879.545013427734,8436293879.577273368835,3.225994110107e-02,8436293879.561143875122,21.3711941642,7708.4767867384,1.6107595443e-02,0.9986128240,0.3059148806,18.9656192867,0
494904,8436293948.809463500977,8436293948.844908714294,3.544521331787e-02,8436293948.827186584473,18.9414809846,6386.5271731880,1.7696305848e-02,0.9985159739,0.3249436329,18.3349796782,0
495180,8436294031.027697563171,8436294031.071456909180,4.375934600830e-02,8436294031.049577713013,35.6517981766,4213.4584926672,2.1786909923e-02,0.9957603077,0.2368504849,10.8251382387,0
495276,8436294059.874162673950,8436294059.918717384338,4.455471038818e-02,8436294059.896440505981,22.6200736606,4052.5986454419,2.2215096308e-02,0.9972052838,0.2973500326,13.3476361976,0
495806,8436294218.404380798340,8436294218.421613693237,1.723289489746e-02,8436294218.412997245789,43.6937239498,26982.1998599535,8.6094680842e-03,0.9991899951,0.2139466386,24.8300288374,0
495964,8436294265.649599075317,8436294265.693430900574,4.383182525635e-02,8436294265.671514511108,24.7157265494,4188.7172038946,2.1851159020e-02,0.9970453611,0.2844646514,12.9798222956,0
496014,8436294280.540420532227,8436294280.576025009155,3.560447692871e-02,8436294280.558222770691,39.1843875112,6349.9313549847,1.7747226114e-02,0.9969098072,0.2259219701,12.6906495781,0
496258,8436294353.572270393372,8436294353.595988273621,2.371788024902e-02,8436294353.584129333496,26.8964855679,14248.1619387964,1.1847741681e-02,0.9990556961,0.2726887553,22.9943614200,0
496518,8436294431.291468620300,8436294431.328141212463,3.667259216309e-02,8436294431.309804916382,25.2276421884,5973.7181049452,1.8297537060e-02,0.9978862132,0.2815637019,15.3555385802,0
497124,8436294612.467711448669,8436294612.489497184753,2.178573608398e-02,8436294612.478604316711,21.4118812043,16877.0621063839,1.0885955973e-02,0.9993654501,0.3056240913,28.0572655562,0
497825,8436294821.991640090942,8436294822.034765243530,4.312515258789e-02,8436294822.013202667236,32.8097455985,4334.3966124821,2.1480810987e-02,0.9962079992,0.2468957228,11.4501959069,0
497895,8436294842.731730461121,8436294842.758268356323,2.653789520264e-02,8436294842.744998931885,26.4353543011,11385.8783765425,1.3253534949e-02,0.9988384420,0.2750568279,20.7293627294,0
498023,8436294881.151627540588,8436294881.195112228394,4.348468780518e-02,8436294881.173370361328,28.6990551071,4259.4481880586,2.1668972973e-02,0.9966254361,0.2639861843,12.1415697183,0
499185,8436295228.496467590332,8436295228.516728401184,2.026081085205e-02,8436295228.506597518921,34.3234573907,19522.7305361495,1.0121496234e-02,0.9991205493,0.2413901163,23.8282779562,0
499264,8436295252.182673454285,8436295252.203055381775,2.038192749023e-02,8436295252.192864418030,18.4623623470,19275.9435611665,1.0186082159e-02,0.9995209888,0.3291329503,32.2965480485,0
499331,8436295272.192922592163,8436295272.224959373474,3.203678131104e-02,8436295272.208940505981,28.6006999538,7823.1719926569,1.5989083063e-02,0.9981703784,0.2644397068,16.5085065313,0
499426,8436295300.318486213684,8436295300.353301048279,3.481483459473e-02,8436295300.335893630981,51.1573195164,6651.4214357975,1.7340346242e-02,0.9961469841,0.1977247829,11.3586512904,0
499806,8436295414.027724266052,8436295414.056215286255,2.849102020264e-02,8436295414.041969299316,21.3823772095,9876.7762502388,1.4230081590e-02,0.9989169562,0.3058348729,21.4688607670,0
500141,8436295514.176455497742,8436295514.213311195374,3.685569763184e-02,8436295514.194883346558,17.9194208745,5907.4504534910,1.8399878444e-02,0.9984821684,0.3340819507,18.1291888207,0
500176,8436295524.682231903076,8436295524.719439506531,3.720760345459e-02,8436295524.700836181641,135.3790913082,5914.0317529762,1.8389637645e-02,0.9884881550,0.1215455884,6.5333736733,0
500373,8436295583.743731498718,8436295583.766878128052,2.314662933350e-02,8436295583.755304336548,24.4595942998,14956.3389746383,1.1563847296e-02,0.9991819655,0.2859501793,24.7077166324,0
500933,8436295751.200628280640,8436295751.241842269897,4.121398925781e-02,8436295751.221235275269,25.0386217363,4734.8192586060,2.0552435557e-02,0.9973524003,0.2826244878,13.7149784743,0
501051,8436295786.339648246765,8436295786.353493690491,1.384544372559e-02,8436295786.346570968628,20.2821398022,41752.9577362814,6.9210402494e-03,0.9997570878,0.3140205803,45.3608546690,0
501304,8436295861.925004005432,8436295861.964402198792,3.939819335938e-02,8436295861.944703102112,44.2587058598,5198.1751373785,1.9615055622e-02,0.9957337608,0.2125766910,10.7911897901,0
501381,8436295884.883022308350,8436295884.907583236694,2.456092834473e-02,8436295884.895302772522,20.0195465645,13281.7571536123,1.2271205532e-02,0.9992460675,0.3160733500,25.7378992843,0
501398,8436295889.996608734131,8436295890.040984153748,4.437541961670e-02,8436295890.018796920776,22.7730413115,4085.3821826625,2.2125783197e-02,0.9972089679,0.2963496924,13.3564795552,0
501930,8436296048.970240592957,8436296049.006518363953,3.627777099609e-02,8436296048.988379478455,23.1151619683,6101.7883820112,1.8104495489e-02,0.9981040726,0.2941484250,16.2164552542,0
502082,8436296094.494068145752,8436296094.514639854431,2.057170867920e-02,8436296094.504354476929,21.3015548474,18925.1077373157,1.0280063979e-02,0.9994370560,0.3064145230,29.7898952147,0
